idx,AirQualityStation,no2,img_path,s5p_path
738,Station_GB0660A,23.97906397506073,Station_GB0660A/S2B_MSIL2A_20200812T112119_N0214_R037_T30UWE_20200812T132459.npy,Station_GB0660A/l3_mean_europe_2018_2020_005dg.netcdf
739,Station_GB1032A,19.406615829324906,Station_GB1032A/S2B_MSIL2A_20200325T112109_N0214_R037_T30UWE_20200325T150223.npy,Station_GB1032A/l3_mean_europe_2018_2020_005dg.netcdf
740,STA_PL0094A,10.280979031729164,STA_PL0094A/S2A_MSIL2A_20200405T100021_N0214_R122_T34UCC_20200405T115512.npy,STA_PL0094A/l3_mean_europe_2018_2020_005dg.netcdf
741,STA.DE_DENI070,13.977287175529401,STA.DE_DENI070/S2A_MSIL2A_20200723T103031_N0214_R108_T32UNC_20200723T142801.npy,STA.DE_DENI070/l3_mean_europe_2018_2020_005dg.netcdf
742,STA_ES1982A,1.4461265516948976,STA_ES1982A/S2B_MSIL2A_20200803T104629_N0214_R051_T30TYM_20200803T134220.npy,STA_ES1982A/l3_mean_europe_2018_2020_005dg.netcdf
743,STA.IT2251A,9.315528634361234,STA.IT2251A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT2251A/l3_mean_europe_2018_2020_005dg.netcdf
744,STA.DE_DESN083,32.019806450326016,STA.DE_DESN083/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN083/l3_mean_europe_2018_2020_005dg.netcdf
745,STA.IE.IE0028A,18.262229670761133,STA.IE.IE0028A/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE0028A/l3_mean_europe_2018_2020_005dg.netcdf
746,STA-HU0031A,17.63908470708413,STA-HU0031A/S2B_MSIL2A_20200407T095029_N0214_R079_T33TYN_20200407T123458.npy,STA-HU0031A/l3_mean_europe_2018_2020_005dg.netcdf
747,STA_ES1785A,8.631454114212735,STA_ES1785A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES1785A/l3_mean_europe_2018_2020_005dg.netcdf
748,STA_PL0561A,7.408517308421396,STA_PL0561A/S2A_MSIL2A_20200614T100031_N0214_R122_T33UXA_20200614T131849.npy,STA_PL0561A/l3_mean_europe_2018_2020_005dg.netcdf
749,STA.DE_DERP060,14.1888171241445,STA.DE_DERP060/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DERP060/l3_mean_europe_2018_2020_005dg.netcdf
750,STA-FR33203,31.2932136271316,STA-FR33203/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR33203/l3_mean_europe_2018_2020_005dg.netcdf
751,STA_PL0618A,17.148808772282,STA_PL0618A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UDA_20200822T115325.npy,STA_PL0618A/l3_mean_europe_2018_2020_005dg.netcdf
752,STA-SE0091A,27.255000861383714,STA-SE0091A/S2A_MSIL2A_20200613T103031_N0214_R108_T34WDS_20200613T120604.npy,STA-SE0091A/l3_mean_europe_2018_2020_005dg.netcdf
753,STA.IT2222A,21.4688952527583,STA.IT2222A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT2222A/l3_mean_europe_2018_2020_005dg.netcdf
754,STA-FR20046,19.38259690559123,STA-FR20046/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20046/l3_mean_europe_2018_2020_005dg.netcdf
755,STA_ES2040A,8.111376673040153,STA_ES2040A/S2A_MSIL2A_20201216T105441_N0214_R051_T30SWG_20201216T133709.npy,STA_ES2040A/l3_mean_europe_2018_2020_005dg.netcdf
756,STA_ES2084A,5.234018994150566,STA_ES2084A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES2084A/l3_mean_europe_2018_2020_005dg.netcdf
757,Station_GB1085A,10.535087459251963,Station_GB1085A/S2A_MSIL2A_20200919T113321_N0214_R080_T30VVH_20200919T142636.npy,Station_GB1085A/l3_mean_europe_2018_2020_005dg.netcdf
758,STA_ES2005A,7.458165728077232,STA_ES2005A/S2A_MSIL2A_20200711T113321_N0214_R080_T29TMH_20200711T123145.npy,STA_ES2005A/l3_mean_europe_2018_2020_005dg.netcdf
759,STA-BA0039A,15.485221806058233,STA-BA0039A/S2A_MSIL2A_20200728T094041_N0214_R036_T33TYJ_20200728T115051.npy,STA-BA0039A/l3_mean_europe_2018_2020_005dg.netcdf
760,STA-BA0043A,31.532030891183325,STA-BA0043A/S2A_MSIL2A_20200728T094041_N0214_R036_T33TYJ_20200728T115051.npy,STA-BA0043A/l3_mean_europe_2018_2020_005dg.netcdf
761,STA_ES1433A,9.464034014794104,STA_ES1433A/S2B_MSIL2A_20200623T112119_N0214_R037_T29TQJ_20200623T143258.npy,STA_ES1433A/l3_mean_europe_2018_2020_005dg.netcdf
762,STA.IT1001A,25.883407797294808,STA.IT1001A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT1001A/l3_mean_europe_2018_2020_005dg.netcdf
763,STA-FR31032,12.129558320233894,STA-FR31032/S2A_MSIL2A_20200719T105031_N0214_R051_T31TCJ_20200719T134605.npy,STA-FR31032/l3_mean_europe_2018_2020_005dg.netcdf
764,STA-FR04180,56.57551270160693,STA-FR04180/S2B_MSIL2A_20200326T104639_N0214_R051_T31UDP_20200326T141923.npy,STA-FR04180/l3_mean_europe_2018_2020_005dg.netcdf
765,STA.09.MBA,36.726679796245264,STA.09.MBA/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.09.MBA/l3_mean_europe_2018_2020_005dg.netcdf
766,STA.IT2184A,35.42929414598892,STA.IT2184A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT2184A/l3_mean_europe_2018_2020_005dg.netcdf
767,Station_GB0837A,26.18214945137211,Station_GB0837A/S2B_MSIL2A_20200421T110619_N0214_R137_T30UXC_20200421T132513.npy,Station_GB0837A/l3_mean_europe_2018_2020_005dg.netcdf
768,STA-SE0116A,3.1001060567355334,STA-SE0116A/S2B_MSIL2A_20200327T101629_N0214_R065_T33VUC_20200327T134849.npy,STA-SE0116A/l3_mean_europe_2018_2020_005dg.netcdf
769,STA-LU0104A,9.690045748157647,STA-LU0104A/S2A_MSIL2A_20200805T104031_N0214_R008_T31UGR_20200805T121101.npy,STA-LU0104A/l3_mean_europe_2018_2020_005dg.netcdf
770,STA.DE_DEBY122,7.341492263173777,STA.DE_DEBY122/S2A_MSIL2A_20200730T102031_N0214_R065_T32TNT_20200730T120016.npy,STA.DE_DEBY122/l3_mean_europe_2018_2020_005dg.netcdf
771,STA.IT0740A,26.01824232551704,STA.IT0740A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0740A/l3_mean_europe_2018_2020_005dg.netcdf
772,STA.DE_DEMV023,16.462522662870267,STA.DE_DEMV023/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPE_20200807T122941.npy,STA.DE_DEMV023/l3_mean_europe_2018_2020_005dg.netcdf
773,STA.CZ_JJIH,12.58138211814133,STA.CZ_JJIH/S2B_MSIL2A_20200828T100029_N0214_R122_T33UWQ_20200828T120923.npy,STA.CZ_JJIH/l3_mean_europe_2018_2020_005dg.netcdf
774,STA-FR08003,23.37652042972601,STA-FR08003/S2A_MSIL2A_20200825T104031_N0214_R008_T31TEJ_20200825T151314.npy,STA-FR08003/l3_mean_europe_2018_2020_005dg.netcdf
775,STA-FR33105,26.38206036917676,STA-FR33105/S2A_MSIL2A_20200414T103021_N0214_R108_T31TGL_20200414T132613.npy,STA-FR33105/l3_mean_europe_2018_2020_005dg.netcdf
776,STA.DE_DEBB045,31.254417573681106,STA.DE_DEBB045/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA.DE_DEBB045/l3_mean_europe_2018_2020_005dg.netcdf
777,STA.DE_DENW095,23.142200291335968,STA.DE_DENW095/S2A_MSIL2A_20200921T103031_N0214_R108_T32ULC_20200921T151006.npy,STA.DE_DENW095/l3_mean_europe_2018_2020_005dg.netcdf
778,STA.IT1905A,28.671099501306106,STA.IT1905A/S2B_MSIL2A_20200722T100559_N0214_R022_T32TPR_20200722T141538.npy,STA.IT1905A/l3_mean_europe_2018_2020_005dg.netcdf
779,STA_ES0011R,2.4392197646709706,STA_ES0011R/S2A_MSIL2A_20200628T112121_N0214_R037_T29SPC_20200628T121758.npy,STA_ES0011R/l3_mean_europe_2018_2020_005dg.netcdf
780,STA-DK0031R,3.95076532779084,STA-DK0031R/S2A_MSIL2A_20200616T104031_N0214_R008_T32VMH_20200616T121320.npy,STA-DK0031R/l3_mean_europe_2018_2020_005dg.netcdf
781,STA-DK0051A,22.677267511251078,STA-DK0051A/S2A_MSIL2A_20200815T104031_N0214_R008_T32VNH_20200815T115046.npy,STA-DK0051A/l3_mean_europe_2018_2020_005dg.netcdf
782,STA.IT2058A,18.717370233405987,STA.IT2058A/S2B_MSIL2A_20200802T094039_N0214_R036_T33TXF_20200802T123333.npy,STA.IT2058A/l3_mean_europe_2018_2020_005dg.netcdf
783,STA_ES1812A,9.040482094458222,STA_ES1812A/S2A_MSIL2A_20200118T104351_N0213_R008_T31TCF_20200118T120816.npy,STA_ES1812A/l3_mean_europe_2018_2020_005dg.netcdf
784,STA_ES1138A,28.48233368368241,STA_ES1138A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1138A/l3_mean_europe_2018_2020_005dg.netcdf
785,STA.IT1174A,22.021848961063267,STA.IT1174A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1174A/l3_mean_europe_2018_2020_005dg.netcdf
786,STA-BETR240,19.02668413842397,STA-BETR240/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETR240/l3_mean_europe_2018_2020_005dg.netcdf
787,Station_GB1047A,37.7056877822656,Station_GB1047A/S2B_MSIL2A_20200421T110619_N0214_R137_T30UXC_20200421T132513.npy,Station_GB1047A/l3_mean_europe_2018_2020_005dg.netcdf
788,STA_ES1627A,21.040450471156053,STA_ES1627A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SXH_20200719T134605.npy,STA_ES1627A/l3_mean_europe_2018_2020_005dg.netcdf
789,STA_ES2067A,6.660335842501447,STA_ES2067A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SWF_20200719T134605.npy,STA_ES2067A/l3_mean_europe_2018_2020_005dg.netcdf
790,STA.IT0620A,24.44652588912211,STA.IT0620A/S2B_MSIL2A_20200417T095029_N0214_R079_T33SWB_20200417T125015.npy,STA.IT0620A/l3_mean_europe_2018_2020_005dg.netcdf
791,STA-FR20069,57.73984743576617,STA-FR20069/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20069/l3_mean_europe_2018_2020_005dg.netcdf
792,HR_DOC_TYPE_D_STA_SD0203,23.059741744321823,HR_DOC_TYPE_D_STA_SD0203/S2A_MSIL2A_20200820T095041_N0214_R079_T33TXJ_20200820T124052.npy,HR_DOC_TYPE_D_STA_SD0203/l3_mean_europe_2018_2020_005dg.netcdf
793,STA.IT0854A,24.96135351817155,STA.IT0854A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT0854A/l3_mean_europe_2018_2020_005dg.netcdf
794,STA.DE_DEBY006,25.26212137656971,STA.DE_DEBY006/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY006/l3_mean_europe_2018_2020_005dg.netcdf
795,STA.IT2269A,15.780522778664393,STA.IT2269A/S2A_MSIL2A_20201019T095041_N0214_R079_T33TVF_20201019T115444.npy,STA.IT2269A/l3_mean_europe_2018_2020_005dg.netcdf
796,STA.IE.IE0098A,21.75949103206689,STA.IE.IE0098A/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE0098A/l3_mean_europe_2018_2020_005dg.netcdf
797,STA-EE0018A,8.832762795236535,STA-EE0018A/S2B_MSIL2A_20200623T094039_N0214_R036_T35VLF_20200623T123518.npy,STA-EE0018A/l3_mean_europe_2018_2020_005dg.netcdf
798,STA.DE_DENW188,42.00460201780882,STA.DE_DENW188/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW188/l3_mean_europe_2018_2020_005dg.netcdf
799,STA-FR23152,8.398691789513922,STA-FR23152/S2B_MSIL2A_20200730T110619_N0214_R137_T30TXS_20200730T131922.npy,STA-FR23152/l3_mean_europe_2018_2020_005dg.netcdf
800,STA.IT1914A,22.586262131348338,STA.IT1914A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1914A/l3_mean_europe_2018_2020_005dg.netcdf
801,STA_ES1359A,5.038298858566544,STA_ES1359A/S2A_MSIL2A_20200519T112121_N0214_R037_T29TNJ_20200519T141241.npy,STA_ES1359A/l3_mean_europe_2018_2020_005dg.netcdf
802,STA.DE_DEBB086,15.189873991981115,STA.DE_DEBB086/S2B_MSIL2A_20200801T100559_N0214_R022_T32UQD_20200801T135302.npy,STA.DE_DEBB086/l3_mean_europe_2018_2020_005dg.netcdf
803,STA-FR14004,25.155767347423676,STA-FR14004/S2B_MSIL2A_20200721T103629_N0214_R008_T31UEQ_20200721T142714.npy,STA-FR14004/l3_mean_europe_2018_2020_005dg.netcdf
804,STA-FR82020,21.111046328988788,STA-FR82020/S2A_MSIL2A_20200713T103031_N0214_R108_T32TLT_20200713T132504.npy,STA-FR82020/l3_mean_europe_2018_2020_005dg.netcdf
805,STA.DE_DEBY007,23.649611006767486,STA.DE_DEBY007/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY007/l3_mean_europe_2018_2020_005dg.netcdf
806,STA.IT1928A,22.26905428091774,STA.IT1928A/S2A_MSIL2A_20200627T101031_N0214_R022_T32TQQ_20200627T120035.npy,STA.IT1928A/l3_mean_europe_2018_2020_005dg.netcdf
807,STA-CH0043A,21.249842513707176,STA-CH0043A/S2A_MSIL2A_20200819T102031_N0214_R065_T32TMS_20200819T131359.npy,STA-CH0043A/l3_mean_europe_2018_2020_005dg.netcdf
808,Station_GB0906A,14.280229322633627,Station_GB0906A/S2B_MSIL2A_20200921T112119_N0214_R037_T30UVC_20200921T132441.npy,Station_GB0906A/l3_mean_europe_2018_2020_005dg.netcdf
809,STA_ES1923A,13.464123367282353,STA_ES1923A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1923A/l3_mean_europe_2018_2020_005dg.netcdf
810,STA.DE_DEST098,6.9734033921273575,STA.DE_DEST098/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DEST098/l3_mean_europe_2018_2020_005dg.netcdf
811,STA.DE_DESN059,14.191498060715935,STA.DE_DESN059/S2B_MSIL2A_20200801T100559_N0214_R022_T33UUS_20200801T135302.npy,STA.DE_DESN059/l3_mean_europe_2018_2020_005dg.netcdf
812,STA-BETN100,5.743569131832798,STA-BETN100/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-BETN100/l3_mean_europe_2018_2020_005dg.netcdf
813,STA.IT1453A,31.690328785237732,STA.IT1453A/S2B_MSIL2A_20200821T100559_N0214_R022_T32TQR_20200821T130423.npy,STA.IT1453A/l3_mean_europe_2018_2020_005dg.netcdf
814,STA.02.KA21,25.13040668789448,STA.02.KA21/S2B_MSIL2A_20200111T100259_N0213_R122_T33TVM_20200111T124214.npy,STA.02.KA21/l3_mean_europe_2018_2020_005dg.netcdf
815,STA-PT01030,41.33450928011193,STA-PT01030/S2A_MSIL2A_20190902T112111_N0213_R037_T29TNF_20190902T141358.npy,STA-PT01030/l3_mean_europe_2018_2020_005dg.netcdf
816,STA.IT2116A,26.028589544065948,STA.IT2116A/S2B_MSIL2A_20190221T102039_N0211_R065_T32TMR_20190221T162447.npy,STA.IT2116A/l3_mean_europe_2018_2020_005dg.netcdf
817,STA-LV000L1,21.680667861122632,STA-LV000L1/S2B_MSIL2A_20200815T095039_N0214_R079_T34VDH_20200815T120650.npy,STA-LV000L1/l3_mean_europe_2018_2020_005dg.netcdf
818,STA.IT0743A,18.650269345042194,STA.IT0743A/S2B_MSIL2A_20200913T101629_N0214_R065_T32TPR_20200913T131152.npy,STA.IT0743A/l3_mean_europe_2018_2020_005dg.netcdf
819,STA-RO0137A,14.949243210430947,STA-RO0137A/S2A_MSIL2A_20200914T085601_N0214_R007_T35TPK_20200914T121155.npy,STA-RO0137A/l3_mean_europe_2018_2020_005dg.netcdf
820,STA-SE0094A,23.695400008059305,STA-SE0094A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-SE0094A/l3_mean_europe_2018_2020_005dg.netcdf
821,STA.DE_DEBY005,24.785829580823087,STA.DE_DEBY005/S2B_MSIL2A_20200807T102559_N0214_R108_T32UNA_20200807T132026.npy,STA.DE_DEBY005/l3_mean_europe_2018_2020_005dg.netcdf
822,STA_ES1929A,33.388035286557226,STA_ES1929A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1929A/l3_mean_europe_2018_2020_005dg.netcdf
823,STA_ES1778A,2.8146870398478137,STA_ES1778A/S2A_MSIL2A_20200825T104031_N0214_R008_T31TDG_20200825T151314.npy,STA_ES1778A/l3_mean_europe_2018_2020_005dg.netcdf
824,STA-RO0182A,19.111448360337675,STA-RO0182A/S2B_MSIL2A_20200710T093039_N0214_R136_T34TFT_20200710T120649.npy,STA-RO0182A/l3_mean_europe_2018_2020_005dg.netcdf
825,Station_GB1062A,27.39453704341272,Station_GB1062A/S2A_MSIL2A_20200919T113321_N0214_R080_T30VUH_20200919T142636.npy,Station_GB1062A/l3_mean_europe_2018_2020_005dg.netcdf
826,STA.IT1043A,28.58975339323265,STA.IT1043A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TQP_20201119T120649.npy,STA.IT1043A/l3_mean_europe_2018_2020_005dg.netcdf
827,STA.DE_DEBY021,22.59039570124065,STA.DE_DEBY021/S2B_MSIL2A_20200821T100559_N0214_R022_T32UPV_20200821T130423.npy,STA.DE_DEBY021/l3_mean_europe_2018_2020_005dg.netcdf
828,STA.DE_DEBW098,40.85020552521443,STA.DE_DEBW098/S2A_MSIL2A_20200812T103031_N0214_R108_T32UMV_20200812T131334.npy,STA.DE_DEBW098/l3_mean_europe_2018_2020_005dg.netcdf
829,STA-NL00617,12.565464889834555,STA-NL00617/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00617/l3_mean_europe_2018_2020_005dg.netcdf
830,STA-NL00741,30.25657563251601,STA-NL00741/S2B_MSIL2A_20200922T104649_N0214_R051_T31UFT_20200927T135033.npy,STA-NL00741/l3_mean_europe_2018_2020_005dg.netcdf
831,STA-FR23107,12.552200018311483,STA-FR23107/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXT_20200806T131026.npy,STA-FR23107/l3_mean_europe_2018_2020_005dg.netcdf
832,STA.DE_DEBY053,31.20643095995657,STA.DE_DEBY053/S2A_MSIL2A_20200322T102021_N0214_R065_T32UPV_20200322T120506.npy,STA.DE_DEBY053/l3_mean_europe_2018_2020_005dg.netcdf
833,STA-RO0108A,31.3485955000948,STA-RO0108A/S2B_MSIL2A_20200918T093039_N0214_R136_T34TET_20200918T120935.npy,STA-RO0108A/l3_mean_europe_2018_2020_005dg.netcdf
834,STA.DE_DEBW125,32.03565441710427,STA.DE_DEBW125/S2A_MSIL2A_20200921T103031_N0214_R108_T32UMV_20200921T151006.npy,STA.DE_DEBW125/l3_mean_europe_2018_2020_005dg.netcdf
835,STA.DE_DERP046,24.319106785017986,STA.DE_DERP046/S2B_MSIL2A_20200807T102559_N0214_R108_T32ULA_20200807T132026.npy,STA.DE_DERP046/l3_mean_europe_2018_2020_005dg.netcdf
836,STA-MK0036A,20.590278603148647,STA-MK0036A/S2A_MSIL2A_20201122T093321_N0214_R136_T34TEM_20201122T122223.npy,STA-MK0036A/l3_mean_europe_2018_2020_005dg.netcdf
837,STA.IT1048A,28.117800559179873,STA.IT1048A/S2A_MSIL2A_20200627T101031_N0214_R022_T32TQQ_20200627T120035.npy,STA.IT1048A/l3_mean_europe_2018_2020_005dg.netcdf
838,STA.DE_DEHE133,39.49272558333333,STA.DE_DEHE133/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE133/l3_mean_europe_2018_2020_005dg.netcdf
839,STA.DE_DENW071,27.62869877758564,STA.DE_DENW071/S2A_MSIL2A_20200805T104031_N0214_R008_T32ULB_20200805T121101.npy,STA.DE_DENW071/l3_mean_europe_2018_2020_005dg.netcdf
840,Station_GB0962A,20.22464822171558,Station_GB0962A/S2B_MSIL2A_20200921T112119_N0214_R037_T30UVC_20200921T132441.npy,Station_GB0962A/l3_mean_europe_2018_2020_005dg.netcdf
841,STA-FR04118,52.69222116210757,STA-FR04118/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04118/l3_mean_europe_2018_2020_005dg.netcdf
842,STA.IT2265A,23.649694254404555,STA.IT2265A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT2265A/l3_mean_europe_2018_2020_005dg.netcdf
843,STA-FR20047,7.8702188016531105,STA-FR20047/S2A_MSIL2A_20200414T103021_N0214_R108_T31TFL_20200414T132613.npy,STA-FR20047/l3_mean_europe_2018_2020_005dg.netcdf
844,STA.IT1897A,9.489920989545773,STA.IT1897A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1897A/l3_mean_europe_2018_2020_005dg.netcdf
845,STA.DE_DEHE134,19.53875223977516,STA.DE_DEHE134/S2B_MSIL2A_20200409T102559_N0214_R108_T32UNB_20200409T140105.npy,STA.DE_DEHE134/l3_mean_europe_2018_2020_005dg.netcdf
846,STA-EE0015A,10.786124087973931,STA-EE0015A/S2B_MSIL2A_20200623T094039_N0214_R036_T35VLF_20200623T123518.npy,STA-EE0015A/l3_mean_europe_2018_2020_005dg.netcdf
847,STA.IT2005A,14.424954694159972,STA.IT2005A/S2A_MSIL2A_20200826T101031_N0214_R022_T32TNL_20200826T130121.npy,STA.IT2005A/l3_mean_europe_2018_2020_005dg.netcdf
848,HR_DOC_TYPE_D_STA_RH0108,12.882893968271768,HR_DOC_TYPE_D_STA_RH0108/S2A_MSIL2A_20200912T100031_N0214_R122_T33TVL_20200912T114911.npy,HR_DOC_TYPE_D_STA_RH0108/l3_mean_europe_2018_2020_005dg.netcdf
849,STA_ES1354A,12.164638427334426,STA_ES1354A/S2B_MSIL2A_20200720T110619_N0214_R137_T30TUM_20200720T131521.npy,STA_ES1354A/l3_mean_europe_2018_2020_005dg.netcdf
850,STA.IT2249A,4.490892456125759,STA.IT2249A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT2249A/l3_mean_europe_2018_2020_005dg.netcdf
851,STA-PT04003,4.691908713692946,STA-PT04003/S2B_MSIL2A_20200822T112119_N0214_R037_T29SNC_20200823T151025.npy,STA-PT04003/l3_mean_europe_2018_2020_005dg.netcdf
852,STA.DE_DEBW137,34.6698899088889,STA.DE_DEBW137/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMU_20200807T132026.npy,STA.DE_DEBW137/l3_mean_europe_2018_2020_005dg.netcdf
853,STA-LT00041,20.600519660974427,STA-LT00041/S2A_MSIL2A_20200807T094041_N0214_R036_T35ULA_20200807T110442.npy,STA-LT00041/l3_mean_europe_2018_2020_005dg.netcdf
854,STA-PT02016,14.479168236269116,STA-PT02016/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNE_20200718T123331.npy,STA-PT02016/l3_mean_europe_2018_2020_005dg.netcdf
855,STA.DE_DENW239,40.51538461076923,STA.DE_DENW239/S2A_MSIL2A_20200427T104031_N0214_R008_T31UGT_20200427T141614.npy,STA.DE_DENW239/l3_mean_europe_2018_2020_005dg.netcdf
856,STA_ES0890A,33.022563017803634,STA_ES0890A/S2B_MSIL2A_20201227T111359_N0214_R137_T30STG_20201227T131730.npy,STA_ES0890A/l3_mean_europe_2018_2020_005dg.netcdf
857,STA-NL00553,20.191678660325667,STA-NL00553/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00553/l3_mean_europe_2018_2020_005dg.netcdf
858,STA.08.2801,21.383521762649373,STA.08.2801/S2B_MSIL2A_20190830T102029_N0213_R065_T32TNT_20190830T135146.npy,STA.08.2801/l3_mean_europe_2018_2020_005dg.netcdf
859,STA-TR411122,28.730286519356646,STA-TR411122/S2B_MSIL2A_20200807T084559_N0214_R107_T36TTL_20200807T111514.npy,STA-TR411122/l3_mean_europe_2018_2020_005dg.netcdf
860,STA.DE_DEHE052,6.061401318365316,STA.DE_DEHE052/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE052/l3_mean_europe_2018_2020_005dg.netcdf
861,STA.DE_DENW208,40.52727073893926,STA.DE_DENW208/S2B_MSIL2A_20200807T102559_N0214_R108_T31UGT_20200807T132026.npy,STA.DE_DENW208/l3_mean_europe_2018_2020_005dg.netcdf
862,STA-HU0022A,25.149127031809698,STA-HU0022A/S2A_MSIL2A_20200711T095031_N0214_R079_T34TCT_20200711T112238.npy,STA-HU0022A/l3_mean_europe_2018_2020_005dg.netcdf
863,STA-SE165162,12.274999998333335,STA-SE165162/S2A_MSIL2A_20200617T101031_N0214_R022_T34WEU_20200617T161854.npy,STA-SE165162/l3_mean_europe_2018_2020_005dg.netcdf
864,STA_PL0091A,16.828500376259054,STA_PL0091A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UFB_20200822T115325.npy,STA_PL0091A/l3_mean_europe_2018_2020_005dg.netcdf
865,STA.IT0813A,24.219696004889002,STA.IT0813A/S2A_MSIL2A_20200103T095401_N0213_R079_T33SVB_20200103T112546.npy,STA.IT0813A/l3_mean_europe_2018_2020_005dg.netcdf
866,STA-RO0213A,12.142619114783127,STA-RO0213A/S2A_MSIL2A_20200825T085601_N0214_R007_T35TNK_20200825T115135.npy,STA-RO0213A/l3_mean_europe_2018_2020_005dg.netcdf
867,STA_PL0248A,14.620953684112491,STA_PL0248A/S2A_MSIL2A_20200806T101031_N0214_R022_T33UVV_20200806T115620.npy,STA_PL0248A/l3_mean_europe_2018_2020_005dg.netcdf
868,STA-FR34057,13.463377852333641,STA-FR34057/S2B_MSIL2A_20200724T104619_N0214_R051_T31TDN_20200724T142034.npy,STA-FR34057/l3_mean_europe_2018_2020_005dg.netcdf
869,STA.DE_DENI051,5.145443476160506,STA.DE_DENI051/S2A_MSIL2A_20200421T102021_N0214_R065_T32UPC_20200421T120142.npy,STA.DE_DENI051/l3_mean_europe_2018_2020_005dg.netcdf
870,STA-BETE714,15.9743445582056,STA-BETE714/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETE714/l3_mean_europe_2018_2020_005dg.netcdf
871,STA.IT2096A,28.844706996307913,STA.IT2096A/S2A_MSIL2A_20201117T102321_N0214_R065_T32TPS_20201117T130408.npy,STA.IT2096A/l3_mean_europe_2018_2020_005dg.netcdf
